Timestamp,Machine_ID,Operator_ID,Operator_Experience_Months,Shift_Type,Engine_Hours,Fuel_Used_L,Load_Cycles,Load_Weight_tons,Max_Load_Capacity_tons,Load_Utilization_pct,Idling_Time_min,Operator_Shift_Hours,Continuous_Driving_min,Machine_Speed_kmph,Harsh_Braking_Events,Harsh_Acceleration_Events,Ground_Slope_deg,Machine_Tilt_deg,Weather_Condition,Visibility_m,Seatbelt_Status,Proximity_Hazard,Min_Obstacle_Distance_m,Safety_Alert_Triggered
2025-02-24 17:06:00,EXC104,OP1007,188,Morning,1801.5,11.47,13,8.48,30,28.3,13.9,6.51,138.4,40.0,4,2,5.0,2.0,Clear,358.1,Fastened,No,49.91,No
2025-02-24 17:51:00,EXC105,OP1014,44,Night,1093.5,8.57,15,28.9,50,57.8,7.1,11.78,155.3,6.2,7,4,17.2,9.9,Clear,382.6,Fastened,No,21.66,Yes
2025-02-24 19:17:00,EXC102,OP1010,201,Night,1611.1,10.15,0,35.37,40,88.4,0.3,9.1,48.7,9.2,1,2,8.0,6.2,Clear,297.8,Unfastened,No,35.71,No
2025-02-24 19:40:00,EXC101,OP1003,234,Morning,2218.2,14.87,27,34.86,50,69.7,62.3,4.68,147.2,2.6,2,2,9.8,6.8,Cloudy,156.7,Fastened,No,8.35,No
2025-02-24 19:51:00,EXC103,OP1002,126,Evening,1281.7,13.07,20,28.94,30,96.5,88.4,0.03,16.0,22.9,2,2,25.3,15.1,Clear,253.0,Fastened,No,5.17,Yes
2025-02-24 20:03:00,EXC103,OP1004,176,Evening,1283.0,1.32,18,15.2,30,50.7,89.4,1.49,46.4,11.2,3,1,4.0,1.4,Clear,341.0,Fastened,No,6.86,No
2025-02-24 20:19:00,EXC104,OP1010,201,Morning,1802.7,4.33,26,20.46,30,68.2,78.4,9.78,128.5,8.9,1,1,4.5,6.0,Clear,396.7,Fastened,No,7.56,No
2025-02-24 21:13:00,EXC102,OP1002,126,Night,1612.4,5.01,12,26.91,40,67.3,66.3,8.43,148.0,34.2,1,4,2.3,0.9,Clear,130.5,Fastened,No,45.93,No
2025-02-24 21:24:00,EXC107,OP1005,182,Night,1899.4,8.7,19,32.77,40,81.9,29.6,4.67,66.0,18.2,1,0,9.7,6.4,Cloudy,78.7,Fastened,No,27.65,No
2025-02-24 21:30:00,EXC104,OP1010,201,Night,1803.1,9.3,18,20.21,30,67.4,29.8,1.41,47.7,26.4,0,0,8.4,7.2,Rain,45.4,Fastened,No,23.05,No
2025-02-24 21:44:00,EXC103,OP1010,201,Evening,1284.4,11.48,0,32.2,30,107.3,1.2,11.45,89.3,22.0,1,5,1.0,2.9,Clear,207.2,Fastened,Yes,5.46,No
2025-02-24 21:56:00,EXC100,OP1009,31,Night,1914.2,11.79,15,11.16,20,55.8,2.7,10.7,6.3,8.7,0,2,7.3,9.8,Rain,38.6,Unfastened,Yes,5.77,Yes
2025-02-24 23:14:00,EXC103,OP1006,172,Morning,1284.7,13.8,1,7.89,30,26.3,6.3,5.51,144.3,3.4,1,1,2.0,0.0,Fog,12.1,Fastened,No,7.41,Yes
2025-02-24 23:40:00,EXC101,OP1006,172,Morning,2219.5,8.29,15,46.11,50,92.2,79.4,3.52,97.4,19.5,3,1,1.7,0.0,Fog,8.0,Fastened,No,13.72,No
2025-02-25 00:05:00,EXC100,OP1013,89,Evening,1915.6,6.23,21,4.78,20,23.9,53.1,2.73,123.1,7.5,1,2,1.7,0.0,Clear,172.8,Fastened,No,45.87,No
2025-02-25 00:33:00,EXC104,OP1000,49,Night,1803.6,7.39,27,20.02,30,66.7,22.0,10.94,111.2,5.7,3,4,3.8,4.0,Fog,13.7,Unfastened,No,39.53,Yes
2025-02-25 01:03:00,EXC103,OP1013,89,Morning,1284.9,7.86,12,16.21,30,54.0,1.1,6.93,99.8,2.7,2,1,0.8,5.0,Clear,90.0,Fastened,No,12.94,No
2025-02-25 01:13:00,EXC100,OP1003,234,Evening,1917.0,9.36,9,5.52,20,27.6,79.7,10.57,143.8,16.4,3,3,4.8,3.2,Cloudy,76.3,Fastened,Yes,4.93,Yes
2025-02-25 01:40:00,EXC100,OP1011,108,Night,1917.6,12.38,22,15.4,20,77.0,65.9,9.03,152.5,32.5,3,2,5.4,3.6,Cloudy,110.7,Fastened,No,48.56,No
2025-02-25 01:43:00,EXC106,OP1010,201,Night,2221.7,10.09,28,14.09,20,70.5,86.3,9.92,105.1,2.2,2,3,7.4,1.7,Cloudy,104.0,Fastened,No,41.83,No
2025-02-25 01:57:00,EXC102,OP1005,182,Night,1613.7,7.98,3,17.09,40,42.7,11.3,9.23,156.5,1.6,2,3,3.4,4.5,Clear,162.7,Fastened,Yes,1.11,No
2025-02-25 02:29:00,EXC106,OP1004,176,Night,2222.4,13.69,0,12.27,20,61.4,1.1,6.09,22.9,28.1,3,3,0.4,2.4,Clear,152.8,Fastened,No,17.55,No
2025-02-25 02:29:00,EXC106,OP1002,126,Night,2223.4,3.32,0,12.25,20,61.2,46.8,9.51,43.0,23.6,3,3,13.0,8.0,Rain,45.9,Fastened,No,25.77,Yes
2025-02-25 03:02:00,EXC107,OP1011,108,Night,1900.3,7.41,11,17.38,40,43.4,28.9,5.07,143.1,1.1,4,0,4.4,2.3,Cloudy,132.5,Unfastened,No,48.89,No
2025-02-25 03:24:00,EXC106,OP1007,188,Morning,2224.7,8.17,2,8.63,20,43.1,14.2,4.95,48.1,17.7,4,3,15.7,9.9,Cloudy,92.5,Unfastened,Yes,3.09,Yes
2025-02-25 03:24:00,EXC100,OP1007,188,Morning,1918.9,10.6,27,14.97,20,74.8,11.3,11.86,89.2,17.6,2,3,8.6,6.5,Clear,166.7,Fastened,No,36.61,No
2025-02-25 03:59:00,EXC102,OP1010,201,Night,1614.1,5.31,6,27.56,40,68.9,21.7,3.89,7.6,18.4,1,0,3.0,0.0,Clear,198.3,Unfastened,No,26.32,No
2025-02-25 04:36:00,EXC100,OP1013,89,Morning,1919.1,9.07,23,15.26,20,76.3,19.7,0.93,21.0,20.2,2,1,5.1,6.1,Heavy_Rain,22.5,Fastened,Yes,7.55,Yes
2025-02-25 05:15:00,EXC103,OP1001,23,Morning,1285.9,13.51,10,24.02,30,80.1,6.5,3.4,79.9,7.9,0,2,8.2,7.6,Clear,150.9,Fastened,No,16.23,No
2025-02-25 05:24:00,EXC105,OP1011,108,Evening,1094.4,9.12,2,24.96,50,49.9,31.9,0.79,138.1,18.8,1,0,2.4,2.7,Fog,16.9,Fastened,Yes,6.99,No
2025-02-25 05:31:00,EXC101,OP1004,176,Morning,2220.3,8.71,23,41.95,50,83.9,35.4,3.59,171.9,36.1,4,3,4.8,0.0,Clear,140.4,Unfastened,No,9.36,Yes
2025-02-25 05:34:00,EXC106,OP1012,120,Evening,2225.6,4.88,4,4.33,20,21.6,63.0,7.48,0.5,2.5,0,3,10.7,6.1,Cloudy,101.5,Fastened,Yes,6.95,No
2025-02-25 05:45:00,EXC100,OP1012,120,Evening,1919.2,11.88,19,16.78,20,83.9,27.5,10.76,0.8,3.9,2,1,14.1,7.4,Cloudy,113.5,Fastened,No,26.94,No
2025-02-25 06:12:00,EXC100,OP1003,234,Night,1920.2,14.18,9,10.65,20,53.2,67.4,11.02,101.2,12.5,1,6,4.5,4.8,Clear,328.3,Fastened,No,8.25,No
2025-02-25 06:20:00,EXC103,OP1009,31,Night,1286.5,3.04,6,34.5,30,115.0,1.0,5.93,0.7,23.6,2,3,2.7,0.0,Rain,90.7,Unfastened,No,16.02,Yes
2025-02-25 06:27:00,EXC106,OP1011,108,Evening,2225.9,7.48,19,8.84,20,44.2,67.0,0.89,18.6,22.6,3,0,4.9,6.2,Clear,333.1,Fastened,No,22.99,No
2025-02-25 06:48:00,EXC103,OP1009,31,Night,1287.9,1.67,3,12.13,30,40.4,20.9,9.63,13.9,28.5,0,3,14.3,11.4,Clear,297.6,Unfastened,No,30.35,Yes
2025-02-25 07:06:00,EXC107,OP1010,201,Night,1900.6,13.67,9,24.19,40,60.5,19.2,4.22,42.5,36.3,1,2,1.5,0.0,Rain,85.7,Unfastened,No,24.79,No
2025-02-25 07:19:00,EXC104,OP1003,234,Morning,1804.0,11.95,9,14.03,30,46.8,54.8,9.75,132.7,3.1,2,4,6.4,10.1,Rain,133.3,Fastened,No,9.62,No
2025-02-25 07:24:00,EXC104,OP1002,126,Night,1804.2,6.56,14,24.45,30,81.5,85.7,1.11,27.4,19.5,1,0,5.9,0.8,Clear,256.9,Unfastened,No,41.04,No
2025-02-25 07:45:00,EXC103,OP1011,108,Morning,1289.0,8.54,23,17.09,30,57.0,37.7,5.93,134.8,13.2,2,4,0.5,3.2,Clear,261.1,Fastened,No,49.68,No
2025-02-25 07:54:00,EXC105,OP1007,188,Morning,1095.1,12.11,18,18.26,50,36.5,21.9,2.53,69.3,29.1,1,1,6.3,1.4,Clear,395.9,Fastened,No,19.1,No
2025-02-25 08:32:00,EXC104,OP1007,188,Morning,1804.8,2.11,29,17.38,30,57.9,61.1,4.25,91.3,1.8,2,0,1.9,2.1,Clear,247.1,Fastened,No,37.7,No
2025-02-25 08:33:00,EXC101,OP1006,172,Evening,2220.6,12.38,23,36.55,50,73.1,50.3,11.13,77.5,17.1,2,1,2.5,6.1,Rain,97.5,Fastened,No,45.34,No
2025-02-25 08:52:00,EXC106,OP1012,120,Morning,2226.7,1.79,10,7.2,20,36.0,3.7,9.38,150.5,25.1,7,4,5.6,3.4,Clear,331.2,Fastened,No,42.7,No
2025-02-25 08:57:00,EXC104,OP1009,31,Morning,1806.2,1.79,24,2.81,30,9.4,31.5,10.98,125.9,7.2,4,1,2.7,4.0,Clear,394.7,Unfastened,No,25.34,No
2025-02-25 09:06:00,EXC104,OP1007,188,Night,1806.5,1.26,23,21.73,30,72.4,65.5,7.2,137.2,3.4,3,2,6.6,5.2,Clear,236.1,Fastened,No,13.74,No
2025-02-25 09:19:00,EXC107,OP1004,176,Morning,1901.5,13.69,26,39.99,40,100.0,36.3,1.41,130.6,25.9,3,0,5.7,1.9,Cloudy,123.5,Fastened,No,13.95,No
2025-02-25 09:22:00,EXC100,OP1012,120,Morning,1920.4,7.01,25,8.0,20,40.0,65.1,10.0,132.4,2.0,0,5,7.3,11.7,Cloudy,164.8,Fastened,No,18.52,Yes
2025-02-25 09:40:00,EXC103,OP1014,44,Morning,1289.4,14.85,18,16.2,30,54.0,63.7,6.59,61.4,35.1,0,1,1.2,1.4,Clear,367.6,Unfastened,No,47.34,No
2025-02-25 09:50:00,EXC103,OP1014,44,Evening,1290.7,7.52,24,12.88,30,42.9,27.8,9.62,6.7,8.2,3,3,6.6,7.0,Rain,88.5,Unfastened,No,26.76,Yes
2025-02-25 09:58:00,EXC106,OP1007,188,Evening,2228.1,10.34,6,14.84,20,74.2,36.7,3.82,162.9,21.7,1,2,0.8,0.0,Clear,292.2,Fastened,Yes,7.05,No
2025-02-25 10:42:00,EXC102,OP1002,126,Morning,1614.7,13.64,0,37.76,40,94.4,2.6,6.69,134.0,34.5,6,2,8.8,6.3,Clear,325.4,Fastened,No,22.57,No
2025-02-25 10:43:00,EXC102,OP1014,44,Night,1615.2,8.22,23,18.25,40,45.6,81.5,0.05,109.1,27.7,1,1,8.1,7.3,Clear,364.0,Unfastened,No,21.85,No
2025-02-25 10:50:00,EXC106,OP1004,176,Morning,2228.9,11.73,18,7.11,20,35.5,54.4,5.15,131.7,8.6,1,2,0.3,0.0,Clear,286.1,Fastened,No,36.51,No
2025-02-25 11:06:00,EXC102,OP1009,31,Morning,1615.5,13.5,18,15.66,40,39.1,56.9,7.77,152.1,15.2,4,2,6.2,6.6,Heavy_Rain,42.3,Fastened,No,45.99,No
2025-02-25 11:59:00,EXC101,OP1006,172,Night,2221.4,12.79,1,24.78,50,49.6,43.1,0.32,38.6,7.4,0,0,14.4,13.3,Clear,262.7,Fastened,Yes,1.62,No
2025-02-25 12:13:00,EXC103,OP1001,23,Evening,1292.2,9.3,0,28.65,30,95.5,4.1,8.48,129.7,16.5,1,1,6.0,5.5,Clear,251.2,Fastened,No,47.4,No
2025-02-25 12:25:00,EXC106,OP1005,182,Evening,2229.2,3.69,12,12.53,20,62.6,59.0,3.44,12.9,4.0,0,0,8.2,10.0,Heavy_Rain,33.0,Fastened,No,6.43,No
2025-02-25 12:27:00,EXC102,OP1010,201,Evening,1616.2,14.93,2,21.24,40,53.1,12.9,11.1,151.5,28.9,3,3,2.4,0.8,Clear,259.1,Fastened,No,23.58,No
2025-02-25 12:32:00,EXC104,OP1006,172,Night,1807.6,14.25,24,19.14,30,63.8,28.5,11.14,131.7,12.7,5,1,10.1,9.7,Cloudy,265.1,Fastened,No,5.56,Yes
2025-02-25 12:39:00,EXC105,OP1005,182,Evening,1096.2,14.26,18,36.71,50,73.4,46.4,8.24,79.7,11.9,1,2,2.2,3.0,Clear,387.4,Fastened,No,30.9,No
2025-02-25 13:13:00,EXC101,OP1003,234,Evening,2222.7,12.02,26,21.86,50,43.7,46.7,5.04,3.3,13.1,1,2,6.0,3.2,Rain,92.1,Fastened,No,21.56,No
2025-02-25 13:26:00,EXC102,OP1004,176,Evening,1616.5,8.44,23,28.44,40,71.1,48.9,0.08,67.5,28.8,3,1,7.1,4.2,Cloudy,160.1,Unfastened,Yes,2.91,Yes
2025-02-25 13:29:00,EXC104,OP1002,126,Evening,1808.1,11.55,10,16.82,30,56.1,10.1,10.7,91.8,39.7,3,1,20.8,15.5,Cloudy,177.2,Unfastened,Yes,1.76,Yes
2025-02-25 13:47:00,EXC103,OP1002,126,Evening,1293.5,7.28,1,17.26,30,57.5,4.0,10.71,105.4,13.6,2,3,1.5,4.9,Fog,19.5,Fastened,No,49.0,No
2025-02-25 14:17:00,EXC106,OP1012,120,Evening,2229.4,4.68,13,9.31,20,46.5,83.5,2.95,167.0,10.1,3,1,4.1,2.1,Clear,258.0,Fastened,Yes,5.41,Yes
2025-02-25 14:24:00,EXC100,OP1012,120,Morning,1921.6,9.06,24,11.51,20,57.6,67.0,5.4,132.1,33.0,1,2,4.4,0.0,Cloudy,179.8,Fastened,No,48.44,No
2025-02-25 14:33:00,EXC107,OP1014,44,Morning,1902.6,14.68,27,19.09,40,47.7,77.0,2.66,122.3,36.3,5,0,3.8,1.3,Fog,29.8,Fastened,No,22.22,No
2025-02-25 14:44:00,EXC103,OP1009,31,Night,1295.0,14.88,3,23.42,30,78.1,81.1,8.15,81.3,34.3,3,3,12.0,11.9,Cloudy,243.4,Fastened,No,24.39,Yes
2025-02-25 15:17:00,EXC100,OP1004,176,Evening,1923.0,4.16,3,17.47,20,87.4,0.3,2.51,96.0,11.5,1,2,5.6,6.5,Fog,29.0,Unfastened,No,15.14,No
2025-02-25 15:35:00,EXC107,OP1008,123,Morning,1903.2,9.87,2,12.01,40,30.0,17.7,10.65,64.1,29.6,2,1,1.1,0.8,Clear,207.9,Fastened,No,12.12,No
2025-02-25 15:57:00,EXC103,OP1011,108,Evening,1296.3,11.39,15,18.33,30,61.1,45.8,10.18,79.0,22.4,3,3,2.5,7.5,Rain,117.5,Fastened,No,36.45,No
2025-02-25 16:08:00,EXC105,OP1012,120,Night,1096.5,12.96,12,26.82,50,53.6,12.7,6.65,85.3,17.6,2,4,4.1,7.4,Clear,340.5,Unfastened,Yes,1.68,Yes
2025-02-25 16:39:00,EXC100,OP1003,234,Night,1923.9,1.2,27,17.37,20,86.8,75.0,4.75,90.7,24.9,5,4,1.0,5.0,Rain,113.5,Fastened,No,25.14,No
2025-02-25 16:42:00,EXC105,OP1014,44,Night,1097.6,7.8,23,23.34,50,46.7,57.4,3.05,99.4,33.3,1,3,9.5,6.4,Fog,19.7,Fastened,No,42.13,No
2025-02-25 16:45:00,EXC100,OP1014,44,Evening,1924.4,11.05,16,8.37,20,41.9,45.0,7.31,170.9,23.9,5,3,7.0,1.5,Clear,193.4,Unfastened,Yes,5.27,Yes
2025-02-25 17:13:00,EXC106,OP1007,188,Evening,2230.7,9.4,18,6.09,20,30.4,78.5,1.5,59.0,18.4,1,3,11.5,6.7,Clear,341.7,Fastened,No,40.29,No
2025-02-25 17:16:00,EXC103,OP1004,176,Morning,1296.5,11.31,7,17.99,30,60.0,29.8,8.66,46.2,19.6,1,3,11.6,6.7,Fog,18.7,Fastened,Yes,4.66,Yes
2025-02-25 17:19:00,EXC105,OP1011,108,Morning,1098.8,4.82,9,32.56,50,65.1,25.8,9.52,130.2,37.9,2,3,1.3,0.0,Clear,207.6,Fastened,Yes,3.41,Yes
2025-02-25 17:21:00,EXC106,OP1010,201,Evening,2231.7,4.29,28,6.38,20,31.9,48.8,3.36,27.2,19.6,2,3,13.3,0.9,Cloudy,145.5,Fastened,No,38.55,No
2025-02-25 17:41:00,EXC102,OP1011,108,Morning,1617.7,1.42,2,41.45,40,103.6,54.5,3.63,34.4,28.4,1,3,1.9,3.3,Clear,477.2,Unfastened,No,19.65,No
2025-02-25 17:55:00,EXC107,OP1003,234,Evening,1904.2,12.27,15,22.53,40,56.3,72.4,1.52,77.8,11.7,1,0,6.2,1.2,Clear,259.1,Unfastened,Yes,4.44,Yes
2025-02-25 18:56:00,EXC100,OP1014,44,Night,1924.9,8.89,14,10.02,20,50.1,14.0,9.01,43.9,13.6,3,2,3.8,0.7,Clear,450.6,Fastened,No,30.64,No
2025-02-25 19:00:00,EXC104,OP1014,44,Night,1809.2,10.45,17,18.08,30,60.3,18.8,9.9,143.7,35.5,3,3,2.7,3.9,Clear,247.5,Fastened,No,37.8,No
2025-02-25 19:12:00,EXC107,OP1000,49,Evening,1904.9,10.03,12,34.43,40,86.1,59.9,4.06,67.5,25.2,5,5,0.7,7.6,Rain,42.9,Unfastened,Yes,0.93,Yes
2025-02-25 19:12:00,EXC104,OP1006,172,Morning,1809.3,10.81,23,29.06,30,96.9,21.2,10.94,91.5,1.6,1,1,4.0,5.7,Cloudy,172.5,Fastened,No,7.52,No
2025-02-25 19:43:00,EXC107,OP1000,49,Morning,1905.4,3.53,12,28.64,40,71.6,46.5,7.78,7.5,28.1,3,0,0.5,2.0,Clear,281.5,Fastened,No,15.9,No
2025-02-25 20:35:00,EXC104,OP1008,123,Evening,1810.4,3.94,18,11.06,30,36.9,19.3,8.15,63.0,12.1,0,4,2.0,1.5,Rain,88.5,Fastened,No,8.13,No
2025-02-25 20:38:00,EXC102,OP1001,23,Night,1618.5,6.72,10,35.05,40,87.6,7.5,1.0,69.2,14.0,1,0,0.9,2.6,Clear,265.4,Fastened,No,24.22,No
2025-02-25 20:45:00,EXC106,OP1002,126,Night,2232.9,8.83,29,14.75,20,73.8,53.5,11.77,124.5,36.9,3,0,13.9,9.5,Clear,257.5,Fastened,No,6.61,Yes
2025-02-25 20:56:00,EXC100,OP1007,188,Evening,1925.7,6.95,2,14.27,20,71.3,10.8,8.63,103.4,0.1,1,2,2.0,0.0,Rain,116.8,Fastened,No,49.06,No
2025-02-25 21:08:00,EXC101,OP1001,23,Evening,2224.1,8.13,14,57.5,50,115.0,88.4,6.12,28.4,39.8,3,3,22.4,15.8,Clear,158.3,Unfastened,No,27.1,Yes
2025-02-25 22:01:00,EXC101,OP1007,188,Morning,2224.6,11.89,7,35.12,50,70.2,9.3,8.34,155.3,11.2,2,0,4.6,5.1,Clear,137.0,Fastened,No,39.4,No
2025-02-25 22:05:00,EXC107,OP1006,172,Evening,1905.9,11.91,22,2.35,40,5.9,77.5,3.24,55.6,29.5,3,1,6.1,4.9,Clear,123.3,Fastened,No,46.8,No
2025-02-25 22:23:00,EXC103,OP1006,172,Morning,1297.7,2.02,3,15.72,30,52.4,51.5,6.5,126.5,1.2,1,0,7.1,4.1,Cloudy,123.6,Fastened,No,40.0,No
2025-02-25 23:15:00,EXC104,OP1000,49,Night,1811.1,5.73,13,9.38,30,31.3,65.3,10.7,66.2,25.5,2,4,1.4,3.4,Cloudy,83.4,Fastened,Yes,7.83,Yes
2025-02-25 23:20:00,EXC104,OP1008,123,Evening,1812.1,6.18,12,5.89,30,19.6,53.7,8.78,119.5,18.6,2,4,2.3,0.0,Cloudy,101.3,Fastened,No,36.75,No
2025-02-25 23:21:00,EXC107,OP1005,182,Night,1906.3,12.22,22,21.13,40,52.8,49.0,9.72,111.6,5.1,1,0,4.0,0.0,Heavy_Rain,24.6,Fastened,No,18.33,Yes
2025-02-25 23:35:00,EXC104,OP1009,31,Night,1813.2,14.25,17,17.62,30,58.7,58.7,2.28,2.0,3.7,1,1,4.3,0.0,Clear,167.7,Unfastened,No,23.33,No
2025-02-25 23:37:00,EXC103,OP1001,23,Morning,1298.3,5.52,29,10.28,30,34.3,26.9,0.34,135.8,17.2,6,3,6.5,0.2,Rain,51.8,Fastened,No,13.69,Yes
2025-02-25 23:44:00,EXC106,OP1006,172,Evening,2233.2,11.84,16,9.92,20,49.6,7.2,8.55,165.3,3.0,1,6,8.4,3.8,Clear,184.7,Unfastened,No,8.32,Yes
2025-02-25 23:47:00,EXC101,OP1014,44,Evening,2225.2,11.67,11,29.65,50,59.3,72.3,9.29,66.0,23.0,6,3,7.7,4.3,Heavy_Rain,22.9,Fastened,No,16.63,Yes
2025-02-25 23:51:00,EXC100,OP1014,44,Night,1926.6,12.97,8,16.52,20,82.6,11.5,10.83,146.4,0.8,5,3,1.5,9.9,Clear,200.9,Unfastened,Yes,6.25,Yes
2025-02-26 00:23:00,EXC102,OP1004,176,Evening,1619.3,9.74,24,36.01,40,90.0,83.1,7.88,10.1,37.8,1,2,1.4,0.0,Clear,150.4,Fastened,No,20.7,No
2025-02-26 00:29:00,EXC105,OP1000,49,Night,1100.2,3.84,27,26.05,50,52.1,30.8,4.16,72.7,22.8,0,2,0.7,0.0,Clear,132.0,Fastened,No,5.78,No
2025-02-26 01:10:00,EXC103,OP1007,188,Evening,1299.1,14.56,17,27.95,30,93.2,87.0,3.57,64.5,29.7,5,1,12.1,8.5,Clear,169.2,Unfastened,Yes,1.73,Yes
2025-02-26 01:11:00,EXC103,OP1004,176,Morning,1299.3,3.67,4,15.69,30,52.3,66.2,2.65,17.0,14.6,2,5,1.0,3.7,Heavy_Rain,20.3,Unfastened,No,48.07,No
2025-02-26 01:11:00,EXC100,OP1002,126,Morning,1927.5,11.64,25,6.19,20,31.0,1.3,3.85,40.9,37.5,3,2,3.6,10.6,Clear,179.5,Fastened,No,7.25,Yes
2025-02-26 01:23:00,EXC102,OP1001,23,Evening,1620.5,5.96,13,15.55,40,38.9,88.7,6.55,132.0,25.7,3,2,9.2,8.3,Clear,147.0,Fastened,No,47.46,No
2025-02-26 01:37:00,EXC101,OP1014,44,Morning,2225.7,3.71,28,31.91,50,63.8,2.2,3.48,153.1,4.6,0,3,10.8,5.5,Cloudy,110.4,Fastened,No,10.74,No
2025-02-26 01:55:00,EXC102,OP1004,176,Evening,1621.8,6.62,7,30.13,40,75.3,30.8,8.86,13.8,35.2,4,4,7.7,5.3,Clear,141.2,Fastened,No,38.61,No
2025-02-26 02:06:00,EXC100,OP1000,49,Evening,1927.8,2.78,27,7.56,20,37.8,40.0,3.65,163.5,11.2,0,1,3.3,0.7,Heavy_Rain,20.9,Fastened,No,15.22,No
2025-02-26 02:51:00,EXC100,OP1011,108,Morning,1928.8,6.42,11,8.05,20,40.3,61.2,6.63,41.8,35.1,2,4,8.8,7.1,Rain,68.3,Fastened,No,27.65,Yes
2025-02-26 03:13:00,EXC107,OP1013,89,Morning,1907.0,13.83,16,29.85,40,74.6,6.0,7.27,131.8,36.2,0,2,7.1,6.6,Rain,54.5,Fastened,No,42.13,No
2025-02-26 04:04:00,EXC107,OP1013,89,Evening,1908.2,6.59,1,10.71,40,26.8,51.4,2.96,74.9,24.4,1,1,2.8,1.7,Rain,33.6,Fastened,No,38.39,No
2025-02-26 04:17:00,EXC105,OP1001,23,Night,1101.4,7.26,2,31.26,50,62.5,0.8,0.74,105.4,1.7,2,3,4.3,3.2,Heavy_Rain,25.0,Fastened,No,26.7,No
2025-02-26 04:37:00,EXC106,OP1014,44,Morning,2234.3,1.07,24,14.78,20,73.9,18.8,6.91,169.3,32.5,4,1,5.6,3.4,Cloudy,114.5,Fastened,Yes,4.69,Yes
2025-02-26 04:45:00,EXC101,OP1000,49,Evening,2226.4,2.94,6,47.97,50,95.9,40.8,8.64,25.7,29.6,1,1,5.4,0.4,Clear,190.2,Fastened,No,26.18,No
2025-02-26 05:25:00,EXC100,OP1013,89,Morning,1930.2,14.72,29,7.81,20,39.0,81.7,7.53,51.4,14.8,1,1,11.2,10.7,Clear,177.6,Fastened,No,31.66,No
2025-02-26 05:30:00,EXC105,OP1004,176,Morning,1101.7,8.6,5,23.76,50,47.5,32.1,3.46,105.5,27.5,3,2,8.7,2.0,Heavy_Rain,22.3,Fastened,No,33.78,No
2025-02-26 06:18:00,EXC105,OP1004,176,Morning,1102.0,10.02,6,27.36,50,54.7,56.0,9.3,76.6,11.3,1,4,3.8,3.5,Clear,273.1,Unfastened,No,16.22,No
2025-02-26 06:20:00,EXC104,OP1001,23,Evening,1814.2,6.33,23,28.03,30,93.4,84.6,10.72,94.6,36.2,7,3,17.9,13.6,Rain,119.7,Fastened,No,39.8,Yes
2025-02-26 06:28:00,EXC107,OP1007,188,Night,1909.0,12.99,18,21.34,40,53.3,56.5,11.77,24.1,21.0,3,2,10.0,11.1,Rain,40.5,Unfastened,No,25.98,Yes
2025-02-26 06:40:00,EXC100,OP1001,23,Morning,1930.8,2.97,27,23.0,20,115.0,89.6,9.83,153.4,14.9,3,0,6.4,2.2,Clear,335.5,Fastened,No,28.46,No
2025-02-26 06:48:00,EXC103,OP1011,108,Evening,1299.8,9.28,24,21.15,30,70.5,19.4,6.69,21.6,25.4,3,0,18.8,15.7,Clear,235.5,Fastened,Yes,3.2,Yes
2025-02-26 08:14:00,EXC106,OP1010,201,Night,2234.5,14.69,6,18.34,20,91.7,68.7,11.77,15.1,34.3,2,4,11.3,15.8,Clear,339.5,Fastened,No,22.29,Yes
2025-02-26 08:42:00,EXC100,OP1006,172,Evening,1931.3,4.7,20,6.11,20,30.6,76.3,1.08,68.4,11.1,0,0,0.5,1.2,Clear,303.7,Fastened,No,29.72,No
2025-02-26 09:33:00,EXC103,OP1009,31,Evening,1301.3,6.72,7,30.8,30,102.7,37.6,1.45,175.2,5.2,0,0,4.4,0.0,Clear,294.6,Fastened,No,6.97,No
2025-02-26 10:21:00,EXC106,OP1008,123,Evening,2235.2,9.1,15,6.86,20,34.3,11.8,8.67,89.5,36.2,3,5,14.7,5.0,Heavy_Rain,21.4,Fastened,No,44.2,No
2025-02-26 10:36:00,EXC102,OP1005,182,Night,1623.2,8.9,23,18.83,40,47.1,52.6,5.85,42.1,28.9,3,0,1.3,0.0,Clear,415.0,Unfastened,No,24.46,No
2025-02-26 11:02:00,EXC103,OP1008,123,Morning,1302.3,2.08,20,20.79,30,69.3,17.5,11.37,24.5,10.1,2,2,8.4,6.4,Rain,85.4,Fastened,No,28.55,No
2025-02-26 11:17:00,EXC100,OP1005,182,Morning,1932.8,1.67,26,17.19,20,85.9,33.2,8.31,155.1,1.0,1,2,21.2,14.8,Fog,22.0,Fastened,No,29.04,Yes
2025-02-26 11:20:00,EXC106,OP1009,31,Morning,2236.0,13.87,12,13.19,20,66.0,17.1,5.21,122.6,34.8,2,6,4.4,5.8,Cloudy,243.9,Fastened,No,37.55,Yes
2025-02-26 11:46:00,EXC105,OP1001,23,Morning,1103.1,5.24,26,29.52,50,59.0,17.2,7.04,117.2,13.1,3,3,20.0,6.9,Clear,391.5,Unfastened,No,32.69,Yes
2025-02-26 11:49:00,EXC102,OP1006,172,Morning,1624.1,1.55,13,19.43,40,48.6,55.4,2.65,129.3,23.0,1,0,1.2,1.8,Cloudy,171.3,Fastened,No,27.63,No
